"MouseID","Batch","Sex","Tester","Age.at.Test","Weight","Alopecia","Loss.of.fur.colour","Dermatitis","Loss.of.whiskers","Coat.condition","Piloerection","Cataracts","Eye.discharge.swelling","Microphthalmia","Corneal.opacity","Nasal.discharge","Rectal.prolapse","Vaginal.uterine.","Diarrhea","Vestibular.disturbance","Vision.loss..Visual.Placing.","Menace.reflex","Tail.stiffening","Gait.disorders","Tremor","Tumours","Distended.abdomen","Kyphosis","Body.condition","Breathing.rate.depth","Malocclusions","Righting.Reflex","OverallScore"
"AgedB6-0255","Batch1","Male","Scorer2",105,34.79,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0.5,0,0,1,0.5,0,0,0.5,11.5
"AgedB6-0438","Batch2","Male","Scorer3",109,42.42,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0.5,0,0.5,0,6
"AgedB6-0626","Batch1","Female","Scorer2",97,38.91,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.5
"AgedB6-0256","Batch1","Male","Scorer2",105,38.47,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0.5,1,0,0.5,1,0.5,0,0,0,10.5
"AgedB6-0439","Batch2","Male","Scorer3",109,37.62,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,6.5
"AgedB6-0627","Batch1","Female","Scorer2",97,31.59,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0.5,0,0.5,0,0,0,0,0,4.5
"AgedB6-0451","Batch1","Male","Scorer1",83,47.28,0.5,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,1,0.5,0,0.5,0,0,0,6.5
"AgedB6-0671","Batch1","Female","Scorer3",37,25.54,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0452","Batch1","Male","Scorer1",83,39.87,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5
"AgedB6-0672","Batch1","Female","Scorer3",37,34.76,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0453","Batch1","Male","Scorer1",83,37.73,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5
"AgedB6-0673","Batch1","Female","Scorer3",37,31.39,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0454","Batch1","Male","Scorer1",83,36.59,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0674","Batch1","Female","Scorer3",37,31.76,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0539","Batch1","Female","Scorer3",43,31.65,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-0409","Batch1","Female","Scorer3",55,35.81,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,4.5
"AgedB6-0410","Batch1","Female","Scorer3",55,34.73,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,3.5
"AgedB6-0411","Batch1","Female","Scorer3",55,36.81,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,3.5
"AgedB6-0682","Batch1","Male","Scorer4",38,43.38,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,3.5
"AgedB6-0683","Batch1","Male","Scorer4",38,39.78,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0.5,0.5,0,0,5.5
"AgedB6-0844","Batch1","Female","Scorer4",24,22.72,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5
"AgedB6-0684","Batch1","Male","Scorer4",38,47.99,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.5,0.5,0.5,0,0,0,5.5
"AgedB6-0845","Batch1","Female","Scorer4",24,30.18,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,3
"AgedB6-0846","Batch1","Female","Scorer4",24,20.12,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5
"AgedB6-0864","Batch1","Male","Scorer4",104,53.21,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,1,0.5,0.5,0.5,0,0,6
"AgedB6-0874","Batch1","Male","Scorer4",104,41.08,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0.5,0,0,0,5
"AgedB6-0865","Batch1","Male","Scorer4",104,49.37,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.5,0.5,0.5,0,0,0,5.5
"AgedB6-0873","Batch1","Male","Scorer4",104,38.25,0,0.5,0,0.5,0.6,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0.5,0,0,0,5.1
"AgedB6-0866","Batch1","Male","Scorer4",104,47.97,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0.5,0,0,0,4.5
"AgedB6-0872","Batch1","Male","Scorer4",104,48.57,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,1,0.5,0.5,0.5,0,0,6
"AgedB6-0914","Batch1","Male","Scorer3",106,40.23,0,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,4.5
"AgedB6-0916","Batch1","Male","Scorer3",106,40.56,0,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,1,1,1,0,0.5,0,0,0,0.5,0,0,0,0,6.5
"AgedB6-0905","Batch1","Male","Scorer3",106,42.85,0,0.5,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,5
"AgedB6-0955","Batch1","Male","Scorer3",20,30.03,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-0907","Batch1","Male","Scorer3",106,42.36,0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,5
"AgedB6-1036","Batch1","Male","Scorer3",20,31.54,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0908","Batch1","Male","Scorer3",106,39.49,0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,4.5
"AgedB6-0937","Batch1","Female","Scorer3",20,24.84,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-0422","Batch1","Female","Scorer3",59,34.07,0,0.5,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3.5
"AgedB6-0440","Batch2","Male","Scorer3",109,38.28,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,9
"AgedB6-0628","Batch1","Female","Scorer2",97,24.49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0,1,0,0,0.5,0.5,0,0,0.5,6
"AgedB6-0441","Batch2","Male","Scorer3",109,34.34,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,9
"AgedB6-0472","Batch1","Female","Scorer2",111,38.25,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0.5,0,0,0.5,0,0,0,0.5,9
"AgedB6-0442","Batch2","Male","Scorer3",109,40.09,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,10
"AgedB6-0474","Batch1","Female","Scorer2",111,32.59,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.5,0,0,0,9.5
"AgedB6-0427","Batch1","Male","Scorer1",83,39.89,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3
"AgedB6-0455","Batch1","Male","Scorer1",83,48.07,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,4.5
"AgedB6-0456","Batch1","Male","Scorer1",83,37.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,2
"AgedB6-0429","Batch1","Male","Scorer1",83,36.25,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3
"AgedB6-0457","Batch1","Male","Scorer1",83,42.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,2.5
"AgedB6-0430","Batch1","Male","Scorer1",83,43.28,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,3
"AgedB6-0458","Batch1","Male","Scorer1",83,54.69,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3.5
"AgedB6-0412","Batch1","Female","Scorer3",55,42.54,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,4
"AgedB6-0414","Batch1","Female","Scorer3",55,40.78,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5
"AgedB6-0415","Batch1","Female","Scorer3",55,30.41,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0849","Batch1","Female","Scorer4",24,24.18,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5
"AgedB6-0850","Batch1","Female","Scorer4",24,22.84,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0851","Batch1","Female","Scorer4",24,23.59,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5
"AgedB6-0739","Batch1","Male","Scorer4",29,35.17,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3.5
"AgedB6-0839","Batch1","Male","Scorer4",25,32.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-0918","Batch1","Male","Scorer3",106,45.05,0.5,0,0,0.5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0.5,0,0,0,0.5,0,0,0,0.5,7.5
"AgedB6-0921","Batch1","Male","Scorer3",106,49.02,0.5,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0.5,8.5
"AgedB6-0939","Batch1","Female","Scorer3",20,22.72,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-0928","Batch1","Male","Scorer3",106,32.17,0,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,1,0,0.5,0,0.5,6
"AgedB6-0945","Batch1","Female","Scorer3",20,23.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-0929","Batch1","Male","Scorer3",106,43.96,0,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,5
"AgedB6-0946","Batch1","Female","Scorer3",20,23.16,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0475","Batch1","Female","Scorer2",111,32.29,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0.5,11.5
"AgedB6-0482","Batch1","Female","Scorer2",111,45.11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0.5,0.5,0.5,0.5,0,0,0,0,7
"AgedB6-0483","Batch1","Female","Scorer2",111,59.51,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,1,1,0,0,0,0.5,9
"AgedB6-0484","Batch1","Female","Scorer2",111,34.96,0.5,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.5,0.5,0.5,0,0,0,9
"AgedB6-0431","Batch1","Male","Scorer1",83,45.32,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,3.5
"AgedB6-0459","Batch1","Male","Scorer1",83,48.57,0,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,4
"AgedB6-0432","Batch1","Male","Scorer1",83,36.23,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5
"AgedB6-0460","Batch1","Male","Scorer1",83,49.73,0,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,4
"AgedB6-0433","Batch1","Male","Scorer1",83,38.72,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5
"AgedB6-0421","Batch1","Female","Scorer3",55,38.48,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,4
"AgedB6-0263","Batch1","Female","Scorer3",117,30.56,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0.5,0,0.5,0,4
"AgedB6-0264","Batch1","Female","Scorer3",117,33.15,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,3
"AgedB6-0243","Batch1","Male","Scorer3",134,32.93,0,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0,0,1,0,0,0,0,5.5
"AgedB6-0741","Batch1","Male","Scorer4",29,34.21,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3.5
"AgedB6-0742","Batch1","Male","Scorer4",29,36.07,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3.5
"AgedB6-0743","Batch1","Male","Scorer4",29,38.48,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3.5
"AgedB6-0840","Batch1","Male","Scorer4",25,40.59,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.5,0,0,0,0,0,3
"AgedB6-0841","Batch1","Male","Scorer4",25,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-0847","Batch1","Male","Scorer4",24,34.63,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0848","Batch1","Male","Scorer4",24,37.45,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0.5,0,0,0,0,4
"AgedB6-0924","Batch1","Male","Scorer3",106,44.56,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,4
"AgedB6-0925","Batch1","Male","Scorer3",106,42.9,0.5,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,5
"AgedB6-0926","Batch1","Male","Scorer3",106,49.74,0.5,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,5
"AgedB6-0930","Batch1","Male","Scorer3",106,37.84,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0.5,1,0.5,0.5,0,0,0,6
"AgedB6-0947","Batch1","Female","Scorer3",20,23.52,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-0931","Batch1","Male","Scorer3",106,42.74,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,4.5
"AgedB6-0949","Batch1","Female","Scorer3",20,22.79,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-0933","Batch1","Male","Scorer3",106,46.4,0,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,5
"AgedB6-0950","Batch1","Female","Scorer3",20,22.37,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-0935","Batch1","Male","Scorer3",106,34.19,0,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,1,0,0,0,0.5,6
"AgedB6-0951","Batch1","Male","Scorer3",20,32.26,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0739","Batch1","Male","Scorer4",29,35.17,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3.5
"AgedB6-0740","Batch2","Male","Scorer3",52,42.04,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,3
"AgedB6-0741","Batch1","Male","Scorer4",29,34.21,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3.5
"AgedB6-0409","Batch1","Female","Scorer3",55,35.81,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,4.5
"AgedB6-0410","Batch1","Female","Scorer3",55,34.73,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,3.5
"AgedB6-0411","Batch1","Female","Scorer3",55,36.81,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,3.5
"AgedB6-1043","Batch2","Female","Scorer3",36,27.09,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1120","Batch2","Female","Scorer3",26,27.58,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1121","Batch2","Female","Scorer3",26,25.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-1122","Batch2","Female","Scorer3",26,24.49,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0420","Batch1","Male","Scorer3",55,49,0.5,1,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0.5,0,0,0,6.5
"AgedB6-0426","Batch1","Male","Scorer3",55,41.47,0,0.5,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,4
"AgedB6-1049","Batch2","Male","Scorer3",36,41.46,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,2
"AgedB6-1050","Batch2","Male","Scorer3",36,34.52,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,2.5
"AgedB6-1051","Batch2","Male","Scorer3",36,38.63,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0.5,0,0,0,0,3.5
"AgedB6-1052","Batch2","Male","Scorer3",36,36.19,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0.5,0,0,0,0,3.5
"AgedB6-1160","Batch2","Female","Scorer3",17,24.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
"AgedB6-1161","Batch2","Female","Scorer3",17,33.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1162","Batch2","Female","Scorer3",17,34.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1167","Batch2","Female","Scorer3",17,30.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1187","Batch2","Female","Scorer3",97,45.57,1,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,1,0.5,0,0,0,0,6.5
"AgedB6-1188","Batch2","Female","Scorer3",97,49.32,1,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0.5,1,0,0.5,0,0,1,0.5,0,0,0,0,7
"AgedB6-0665","Batch2","Female","Scorer3",63,36.39,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,3
"AgedB6-0666","Batch1","Female","Scorer3",37,29.97,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0667","Batch1","Female","Scorer3",37,32.89,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0668","Batch1","Female","Scorer3",37,32.31,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0889","Batch1","Male","Scorer3",106,56.7,0,0.5,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,1,0,0,0,0,0,4.5
"AgedB6-0918","Batch1","Male","Scorer3",106,45.05,0.5,0,0,0.5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0.5,0,0,0,0.5,0,0,0,0.5,7.5
"AgedB6-0922","Batch2","Male","Scorer3",128,33.18,0,1,0.5,1,1,1,0,0,0,0,0,0,0,0,0.5,0,1,0.5,1,0,1,1,1,1,1,0,0.5,13
"AgedB6-0890","Batch1","Male","Scorer3",106,44.37,0,0.5,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,5
"AgedB6-0891","Batch1","Male","Scorer3",106,47.9,0,0.5,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,5
