"MouseID","Batch","Sex","Tester","Age.at.Test","Weight","Alopecia","Loss.of.fur.colour","Dermatitis","Loss.of.whiskers","Coat.condition","Piloerection","Cataracts","Eye.discharge.swelling","Microphthalmia","Corneal.opacity","Nasal.discharge","Rectal.prolapse","Vaginal.uterine.","Diarrhea","Vestibular.disturbance","Vision.loss..Visual.Placing.","Menace.reflex","Tail.stiffening","Gait.disorders","Tremor","Tumours","Distended.abdomen","Kyphosis","Body.condition","Breathing.rate.depth","Malocclusions","Righting.Reflex","OverallScore"
"AgedB6-0955","Batch1","Male","Scorer3",20,30.03,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1036","Batch1","Male","Scorer3",20,31.54,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1214","Batch2","Female","Scorer3",100,28.67,0.5,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.5,0,0,0,5
"AgedB6-1215","Batch2","Female","Scorer3",100,33.64,0.5,0,0.5,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,1,0.5,1,0.5,0,0,7
"AgedB6-1216","Batch2","Female","Scorer3",100,30.94,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0.5,0,0,0,4
"AgedB6-0863","Batch1","Male","Scorer4",104,47.87,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,1,0.5,0.5,0.5,0,0,6.5
"AgedB6-0864","Batch1","Male","Scorer4",104,53.21,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,1,0.5,0.5,0.5,0,0,6
"AgedB6-0865","Batch1","Male","Scorer4",104,49.37,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.5,0.5,0.5,0,0,0,5.5
"AgedB6-1286","Batch2","Female","Scorer3",8,21.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-0752","Batch1","Female","Scorer4",28,29.31,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0753","Batch2","Female","Scorer3",51,34.68,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0755","Batch1","Female","Scorer4",28,34.11,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0756","Batch1","Female","Scorer4",28,29.24,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5
"AgedB6-1128","Batch2","Male","Scorer3",25,37.29,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1129","Batch2","Male","Scorer3",25,35.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1130","Batch2","Male","Scorer3",25,34.81,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1134","Batch2","Male","Scorer3",25,37.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1166","Batch2","Male","Scorer3",17,24.02,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1172","Batch2","Male","Scorer3",17,23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1173","Batch2","Male","Scorer3",17,23.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1174","Batch2","Male","Scorer3",17,22.59,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,2.5
"AgedB6-1182","Batch2","Female","Scorer3",97,38.73,1,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0.5,1,0,0.5,0,0,0,0.5,0,0,0,0,6
"AgedB6-1183","Batch2","Female","Scorer3",97,33.92,0.5,0.5,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,5.5
"AgedB6-1184","Batch2","Female","Scorer3",97,41.39,0.5,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,5
"AgedB6-1185","Batch2","Female","Scorer3",97,50.25,0.5,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0,1,0.5,0,0,0,0,6.5
"AgedB6-0445","Batch2","Male","Scorer3",109,40.59,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,5
"AgedB6-0446","Batch2","Male","Scorer3",109,44.21,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0.5,0,1,0.5,0,0,0,6.5
"AgedB6-1142","Batch2","Female","Scorer3",24,22.77,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1149","Batch2","Female","Scorer3",24,26.32,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3
"AgedB6-1150","Batch2","Female","Scorer3",24,25.66,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5
"AgedB6-1151","Batch2","Female","Scorer3",24,26.32,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1195","Batch2","Female","Scorer3",98,44.9,0.5,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0.5,0,0,0.5,0.5,0,0,0,0,5.5
"AgedB6-1225","Batch2","Male","Scorer3",100,52.27,0,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0,1,0.5,0,0,0,0,6
"AgedB6-1227","Batch2","Male","Scorer3",100,39.04,0,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0.5,0,0,0.5,0.5,0,0,0,0,6
"AgedB6-1228","Batch2","Male","Scorer3",100,38.82,0,1,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,1,0,0,0,0,6.5
"AgedB6-1229","Batch2","Male","Scorer3",100,35.87,0,1,0.5,1,0.5,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,7
"AgedB6-1261","Batch2","Male","Scorer3",15,34.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1262","Batch2","Male","Scorer3",15,39.81,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1276","Batch2","Female","Scorer3",14,21.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1278","Batch2","Female","Scorer3",14,23.59,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1070","Batch2","Male","Scorer3",31,36.1,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,3.5
"AgedB6-1071","Batch2","Male","Scorer3",30,41.39,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-1072","Batch2","Male","Scorer3",30,41.28,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0534","Batch1","Female","Scorer3",42,25.86,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,2.5
"AgedB6-0538","Batch2","Female","Scorer3",71,48.26,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0539","Batch1","Female","Scorer3",43,31.65,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-0547","Batch1","Female","Scorer3",43,35.64,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.5
"AgedB6-0675","Batch1","Male","Scorer4",39,43.37,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.5,0.5,0,0,0,0,5
"AgedB6-0937","Batch1","Female","Scorer3",20,24.84,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-0938","Batch2","Female","Scorer3",44,25.23,0.5,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0939","Batch1","Female","Scorer3",20,22.72,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1062","Batch2","Female","Scorer3",34,23.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1063","Batch2","Female","Scorer3",34,28.15,0.5,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-1280","Batch2","Male","Scorer3",11,31.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1281","Batch2","Male","Scorer3",11,29.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-0433","Batch1","Male","Scorer1",83,38.72,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5
"AgedB6-0434","Batch2","Male","Scorer3",111,26.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0,0.5,1,0.5,0.5,0,0,7
"AgedB6-0456","Batch1","Male","Scorer1",83,37.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,2
"AgedB6-0457","Batch1","Male","Scorer1",83,42.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,2.5
"AgedB6-0839","Batch1","Male","Scorer4",25,32.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1217","Batch2","Female","Scorer3",100,31.65,0.5,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,5
"AgedB6-1218","Batch2","Female","Scorer3",100,36.37,0.5,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0.5,0,0,0,4.5
"AgedB6-1219","Batch2","Female","Scorer3",100,39.5,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0.5,0,0,0,4.5
"AgedB6-1287","Batch2","Female","Scorer3",8,17.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1288","Batch2","Female","Scorer3",8,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1289","Batch2","Female","Scorer3",8,20.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1290","Batch2","Female","Scorer3",8,19.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-0391","Batch1","Male","Scorer3",63,47.31,0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,5
"AgedB6-0407","Batch1","Female","Scorer3",64,33.07,0,0,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,4.5
"AgedB6-1037","Batch2","Female","Scorer3",36,28.75,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1038","Batch2","Female","Scorer3",36,29.49,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1135","Batch2","Male","Scorer3",25,35.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1136","Batch2","Male","Scorer3",25,36.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1137","Batch2","Male","Scorer3",25,39.28,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1138","Batch2","Male","Scorer3",25,39.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-0394","Batch1","Male","Scorer2",43,41.12,0,0.5,0,0,0.5,1,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0.5,0,0.5,1,0,0,0,0,6.5
"AgedB6-1044","Batch2","Male","Scorer3",36,35.8,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,3
"AgedB6-1175","Batch2","Male","Scorer3",17,22.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1176","Batch2","Male","Scorer3",17,27.03,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1178","Batch2","Male","Scorer3",16,22.94,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1293","Batch2","Male","Scorer3",8,26.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1294","Batch2","Male","Scorer3",8,25.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1295","Batch2","Male","Scorer3",8,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1155","Batch2","Female","Scorer3",23,24.88,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1156","Batch2","Female","Scorer3",23,21.97,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1157","Batch2","Female","Scorer3",23,24.42,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1196","Batch2","Female","Scorer3",98,35.22,1,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,1,0,0,0,0.5,7
"AgedB6-1197","Batch2","Female","Scorer3",98,42.08,0.5,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0,0,0.5,0,0,0,0,5
"AgedB6-1198","Batch2","Female","Scorer3",98,41.86,0,0.5,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,4.5
"AgedB6-1230","Batch2","Male","Scorer3",100,56.07,0,0.5,0,1,0.5,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0,1,0.5,0,0,0,0,6.5
"AgedB6-1231","Batch2","Male","Scorer3",100,38.75,0,1,0,1,0.5,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,6.5
"AgedB6-1232","Batch2","Male","Scorer3",100,38.23,0,1,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,5.5
"AgedB6-1233","Batch2","Male","Scorer3",100,43.74,0,1,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,6
"AgedB6-1263","Batch2","Male","Scorer3",15,34.3,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1264","Batch2","Male","Scorer3",15,29.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1265","Batch2","Male","Scorer3",15,30.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1272","Batch2","Male","Scorer3",15,32.6,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1074","Batch2","Male","Scorer3",30,39.81,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-1075","Batch2","Male","Scorer3",30,41.49,0,0.5,0,0.5,0.5,0.5,0,0,1,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,4.5
"AgedB6-1076","Batch2","Male","Scorer3",30,38.16,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-0676","Batch1","Male","Scorer4",39,40.41,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0,0,0,0,0,5
"AgedB6-0677","Batch1","Male","Scorer4",39,36.29,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3.5
"AgedB6-0678","Batch2","Male","Scorer3",65,43.37,0,0.5,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0.5,4.5
"AgedB6-0679","Batch1","Male","Scorer4",39,33.36,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,3
"AgedB6-0944","Batch2","Female","Scorer3",44,36.49,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5
"AgedB6-0946","Batch1","Female","Scorer3",20,23.16,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0947","Batch1","Female","Scorer3",20,23.52,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
"AgedB6-1282","Batch2","Male","Scorer3",11,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1283","Batch2","Male","Scorer3",11,29.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1284","Batch2","Male","Scorer3",11,30.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1285","Batch2","Male","Scorer3",11,28.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-0840","Batch1","Male","Scorer4",25,40.59,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.5,0,0,0,0,0,3
"AgedB6-0847","Batch1","Male","Scorer4",24,34.63,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-0848","Batch1","Male","Scorer4",24,37.45,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0.5,0,0,0,0,4
"AgedB6-1291","Batch2","Female","Scorer3",8,20.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1292","Batch2","Female","Scorer3",8,18.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1297","Batch2","Female","Scorer3",8,15.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1298","Batch2","Female","Scorer3",8,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1039","Batch2","Female","Scorer3",36,38.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1040","Batch2","Female","Scorer3",36,32.21,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1041","Batch2","Female","Scorer3",36,35.02,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.5
"AgedB6-1042","Batch2","Female","Scorer3",36,32.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
"AgedB6-1139","Batch2","Male","Scorer3",25,34.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0.5,0,0,0,0,2
"AgedB6-0386","Batch1","Male","Scorer2",50,41.62,0.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,1,1,0,0,0,0,7
"AgedB6-0388","Batch1","Male","Scorer2",50,32.36,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5,0,0,1,0.5,0,0,0,7
"AgedB6-1045","Batch2","Male","Scorer3",36,31.08,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1046","Batch2","Male","Scorer3",36,36.75,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,3.5
"AgedB6-1047","Batch2","Male","Scorer3",36,37.77,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,3
"AgedB6-1048","Batch2","Male","Scorer3",36,39.21,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"AgedB6-1296","Batch2","Male","Scorer3",8,26.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AgedB6-1104","Batch2","Male","Scorer3",148,31.97,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0,0.5,1,1,0.5,0,0,7.5
"AgedB6-1200","Batch2","Female","Scorer3",98,39.85,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0,0,0,0,0,0,0,3.5
